token_address,from_address,to_address,value,transaction_hash,log_index,block_number
0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x5495570b6a39fbc65fd4e5b958ae4f6b086f0514,0x0000000000000000000000000000000000000000,5,0x8f8267d4aebc4e916cf884fb7fc70bf578765557bff817e3c70c814378895326,63,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x135950adfda533dc212535093c4c4e5a62fc9195,0x3edb06e2d182d133864fe7c0f9b4c204bbf61d4e,59000439000000000,0x5fcf42ce4079671887fc9f55f3da10aceb62fa3cb823ca2e521961d86cf898c8,64,6895623
0xb6c53431608e626ac81a9776ac3e999c5556717c,0x3edb06e2d182d133864fe7c0f9b4c204bbf61d4e,0x2a795c9be08a9ee3af03ca30e3e217387664b00a,306897371683552602315,0x5fcf42ce4079671887fc9f55f3da10aceb62fa3cb823ca2e521961d86cf898c8,66,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x2a795c9be08a9ee3af03ca30e3e217387664b00a,0x135950adfda533dc212535093c4c4e5a62fc9195,61684333066575167,0x5fcf42ce4079671887fc9f55f3da10aceb62fa3cb823ca2e521961d86cf898c8,69,6895623
0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0x135950adfda533dc212535093c4c4e5a62fc9195,0x0000000000000000000000000000000000000000,4,0x5fcf42ce4079671887fc9f55f3da10aceb62fa3cb823ca2e521961d86cf898c8,72,6895623
0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,0x864b5f747bdf89ed1a4e66a83eabb7d4d609f769,0x14eef8bdaa47d54cf957f07aa3d2e01a4b8fd57d,1030679325985700277,0x23ac8181fe6b1060f40b5f5115b3c078ddb9bf6a28fe3fef8dcfe1d79ea8673d,75,6895623
0xc4daa5a9f2b832ed0f9bc579662883cd53ea9d61,0x14eef8bdaa47d54cf957f07aa3d2e01a4b8fd57d,0x0000000000000000000000000000000000000000,104139090106856428375,0x23ac8181fe6b1060f40b5f5115b3c078ddb9bf6a28fe3fef8dcfe1d79ea8673d,77,6895623
0xc4daa5a9f2b832ed0f9bc579662883cd53ea9d61,0x14eef8bdaa47d54cf957f07aa3d2e01a4b8fd57d,0x51a9771708d0471a0e592e8febb2c6b868e3d99b,10309769920578786409166,0x23ac8181fe6b1060f40b5f5115b3c078ddb9bf6a28fe3fef8dcfe1d79ea8673d,78,6895623
0x603c7f932ed1fc6575303d8fb018fdcbb0f39a95,0x51a9771708d0471a0e592e8febb2c6b868e3d99b,0x5514e0e1da40a38e19d58e8b6e16226e16e183fa,24290930288887723383,0x23ac8181fe6b1060f40b5f5115b3c078ddb9bf6a28fe3fef8dcfe1d79ea8673d,81,6895623
0x790be81c3ca0e53974be2688cdb954732c9862e1,0x5514e0e1da40a38e19d58e8b6e16226e16e183fa,0xfc4ad134129a7af5e90673db18b2b067a5ac9821,8386102980581874277,0x23ac8181fe6b1060f40b5f5115b3c078ddb9bf6a28fe3fef8dcfe1d79ea8673d,84,6895623
0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,0xfc4ad134129a7af5e90673db18b2b067a5ac9821,0x864b5f747bdf89ed1a4e66a83eabb7d4d609f769,1046459949375960823,0x23ac8181fe6b1060f40b5f5115b3c078ddb9bf6a28fe3fef8dcfe1d79ea8673d,87,6895623
0x9f589e3eabe42ebc94a44727b3f3531c0c877809,0x99f367c40720aa3d862a10a9b984325f45640585,0xffd4b200d3c77a0b691b5562d804b3bd54294e6e,643652575772812743978,0x450ec24a93d9c986c5ec43062545076e1ecad2333fa990dd198998a8bc6b074b,91,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,0xffd4b200d3c77a0b691b5562d804b3bd54294e6e,2999273021761739748,0x450ec24a93d9c986c5ec43062545076e1ecad2333fa990dd198998a8bc6b074b,94,6895623
0xffd4b200d3c77a0b691b5562d804b3bd54294e6e,0x0000000000000000000000000000000000000000,0x07d80ae6f36a5e08dca74ce884a24d39db9934ed,16186711991095977,0x450ec24a93d9c986c5ec43062545076e1ecad2333fa990dd198998a8bc6b074b,95,6895623
0xffd4b200d3c77a0b691b5562d804b3bd54294e6e,0x0000000000000000000000000000000000000000,0x99f367c40720aa3d862a10a9b984325f45640585,43859249107778002964,0x450ec24a93d9c986c5ec43062545076e1ecad2333fa990dd198998a8bc6b074b,96,6895623
0x55d398326f99059ff775485246999027b3197955,0x28a944a5dc3c50f438e54bcecc5e3b388356a4c3,0xb8cfe23e73120d8a17a8d698522bcc3c98c388af,726000000000000000,0xc2e54e2b6882de1b95a1e67a6be14c01eaaa13c06cd22c371ec9615065e4d410,100,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x05ff2b0db69458a0750badebc4f9e13add608c7f,0xd0fda937c512083091ba6e6193e421e6f125043f,200000000000000000,0x0164b0958d858959f6c937dce499626a45acd906e702a331c9c61b32367c3410,102,6895623
0x3504de9e61fdff2fc70f5cc8a6d1ee493434c1aa,0xd0fda937c512083091ba6e6193e421e6f125043f,0xf0c2ef240bcc45026db19b243d93c57e13fae0f1,31004756587786260091,0x0164b0958d858959f6c937dce499626a45acd906e702a331c9c61b32367c3410,103,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,0x2b7fc60fd13f32fed8730113a14e3468d2f17cdc,25000000000000000,0x267a92c5ed7c2d752b0b9db8d8ff46a8745d857d71e8e54a3fefb6b8b3449d58,107,6895623
0xf7844cb890f4c339c497aeab599abdc3c874b67a,0x2b7fc60fd13f32fed8730113a14e3468d2f17cdc,0x43909871810d6344dbb35aa4e65872afb32f8827,465876727621475650,0x267a92c5ed7c2d752b0b9db8d8ff46a8745d857d71e8e54a3fefb6b8b3449d58,108,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x56750c85358c998c28e22b5e6a9cb88e1b6ee0c9,0x37e9583cb20f830de20ab0fea7c28f78e1c3b504,142068983844764320,0xb510bf91a58ba308bbab341a0dd270105461949d617d5753176802e2f1c196d0,111,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x37e9583cb20f830de20ab0fea7c28f78e1c3b504,0xe4753ca505c5e3c59464dd068bcdda970d5f4cd2,140619277954101568,0xb510bf91a58ba308bbab341a0dd270105461949d617d5753176802e2f1c196d0,112,6895623
0x5ddae05d2f854926e8070b435d2dfe5edca246d9,0xe4753ca505c5e3c59464dd068bcdda970d5f4cd2,0x56750c85358c998c28e22b5e6a9cb88e1b6ee0c9,41552631617,0xb510bf91a58ba308bbab341a0dd270105461949d617d5753176802e2f1c196d0,113,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x37e9583cb20f830de20ab0fea7c28f78e1c3b504,0xdb0ca0bbd626a2266a273161ea1d9ecb0c632ee7,1449705890662752,0xb510bf91a58ba308bbab341a0dd270105461949d617d5753176802e2f1c196d0,118,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,0x2b7fc60fd13f32fed8730113a14e3468d2f17cdc,189387985000000000,0xdde32c7c21c42847d01f10cf26020fb4514574d42a043de9629866a4ea25d26e,120,6895623
0xf7844cb890f4c339c497aeab599abdc3c874b67a,0x2b7fc60fd13f32fed8730113a14e3468d2f17cdc,0x1f7149e3e687e52cf50c1bea46d0db264e51cc96,3523566948529911992,0xdde32c7c21c42847d01f10cf26020fb4514574d42a043de9629866a4ea25d26e,121,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,0xbe7e5c406baf9006479829c95c536a24a1f8524e,500000000000000,0x095489aec6208c78ee8230a05093fdf7d6a54e97e13e53efa32aa2e55635bc87,125,6895623
0xe6f3bb835575ca880f7fecaafd7233fae46bc6e7,0xbe7e5c406baf9006479829c95c536a24a1f8524e,0xccadc8fbf930084a51599944e21bafd2ab948c9b,127322528320912397,0x095489aec6208c78ee8230a05093fdf7d6a54e97e13e53efa32aa2e55635bc87,126,6895623
0xc0eff7749b125444953ef89682201fb8c6a917cd,0x2e5357dfae669f8a27f4bf57a3a9f93e68dde1b5,0xdc9a574b9b341d4a98ce29005b614e1e27430e74,7477511000000000000,0x7f8a1fd03b088dec3a8c347cef4f822d13ebf919dc6d3996a7f130e0facc97ef,129,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xdc9a574b9b341d4a98ce29005b614e1e27430e74,0x58f876857a02d6762e0101bb5c46a8c1ed44dc16,9011828137086821,0x7f8a1fd03b088dec3a8c347cef4f822d13ebf919dc6d3996a7f130e0facc97ef,130,6895623
0xe9e7cea3dedca5984780bafc599bd69add087d56,0x58f876857a02d6762e0101bb5c46a8c1ed44dc16,0x2e5357dfae669f8a27f4bf57a3a9f93e68dde1b5,4859972124634727685,0x7f8a1fd03b088dec3a8c347cef4f822d13ebf919dc6d3996a7f130e0facc97ef,133,6895623
0x375483cfa7fc18f6b455e005d835a8335fbdbb1f,0xde2f0866d75b6afdd1f56e57085d290663d22764,0x0e2c2f05ee62010afdac23f11608ad68ad1ddcec,1427022027266647865,0xd495e0e00b3402205d77fdb54eceeb2cb6648d3429095dfecfd87519ff51a439,136,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x0e2c2f05ee62010afdac23f11608ad68ad1ddcec,0x482b5ae1d3e424f2f840cdf0b51230767341a859,435619981619688721,0xd495e0e00b3402205d77fdb54eceeb2cb6648d3429095dfecfd87519ff51a439,138,6895623
0xb3225ac90b741f762beca76dea1ead278ef26a96,0x482b5ae1d3e424f2f840cdf0b51230767341a859,0xde2f0866d75b6afdd1f56e57085d290663d22764,7355635046733012841,0xd495e0e00b3402205d77fdb54eceeb2cb6648d3429095dfecfd87519ff51a439,141,6895623
0x603c7f932ed1fc6575303d8fb018fdcbb0f39a95,0x0000000000000000000000000000000000000000,0xcef34e4db130c8a64493517985b23af5b13e8cc6,2480620155038759689,0x8d679c98e14cf0479833cac68eb732436c2266f1e5648b79561fb7bf512fad2b,144,6895623
0x603c7f932ed1fc6575303d8fb018fdcbb0f39a95,0x0000000000000000000000000000000000000000,0x86ef5e73edb2fea111909fe35afcc564572acc06,24806201550387596899,0x8d679c98e14cf0479833cac68eb732436c2266f1e5648b79561fb7bf512fad2b,145,6895623
0x603c7f932ed1fc6575303d8fb018fdcbb0f39a95,0x86ef5e73edb2fea111909fe35afcc564572acc06,0x3be2e55cefa413aff52adc2e94892fd1478d41bb,20194032082558363901,0x8d679c98e14cf0479833cac68eb732436c2266f1e5648b79561fb7bf512fad2b,146,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x05ff2b0db69458a0750badebc4f9e13add608c7f,0xe4b7b7d3b64ddc70c757acfb72174e07495978e1,300000000000000000,0x82f208639048b10de738eb5588f4b394db9b136b4e48d220e4d556d072df65bb,151,6895623
0x57f35f7bbacf5248c5120e517c4eab4ab1048c6f,0xe4b7b7d3b64ddc70c757acfb72174e07495978e1,0xebf870249483fd87ba475101fb3da57889f75cb6,27889685453706364698,0x82f208639048b10de738eb5588f4b394db9b136b4e48d220e4d556d072df65bb,152,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x05ff2b0db69458a0750badebc4f9e13add608c7f,0x734372944b10cb075344429fb7e5a46445070bf1,976692229242449438,0x05ef6dcff59fe21c6afeaa4a7c4fbc6236adbeb1e88a4dcfa2a5a07cf80af0ff,157,6895623
0x13969bbeece18da1354561e9b59dc2937ef5c95c,0x734372944b10cb075344429fb7e5a46445070bf1,0x568eb0c307bcb07908e80e53f056b81dc932bbec,164563184316809843766,0x05ef6dcff59fe21c6afeaa4a7c4fbc6236adbeb1e88a4dcfa2a5a07cf80af0ff,158,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,0x0ed7e52944161450477ee417de9cd3a859b14fd0,59834860117648105,0x09871e782e32e25290e62782870914a006e7530ff08c486d1f8a6620df1db841,162,6895623
0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,0x0ed7e52944161450477ee417de9cd3a859b14fd0,0xfdc66e538abf5c38e7b8aa96324d93b4bfcca96f,957471387615677301,0x09871e782e32e25290e62782870914a006e7530ff08c486d1f8a6620df1db841,163,6895623
0x07af67b392b7a202fad8e0fbc64c34f33102165b,0x6d47717395bdaee9ec7709712558dc708db25658,0xb241b05f3066c3dc34eba34745d9950a84f1ce0b,267892906666560000000,0x31122c9a1a50b9cf5739ca1af178fe4043530d709e60242dc1e7811cdfb476be,167,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xb241b05f3066c3dc34eba34745d9950a84f1ce0b,0x10ed43c718714eb63d5aa57b78b54704e256024e,243965896820548318,0x31122c9a1a50b9cf5739ca1af178fe4043530d709e60242dc1e7811cdfb476be,169,6895623
0xb2bd0749dbe21f623d9baba856d3b0f0e1bfec9c,0x61ac0ff195248c801ac0bd8ebc0b9a351f87abb2,0x678edb8b268e73db57b7694c163e1dc296b6e219,231378582208507423122,0x5b6414925875f2569e2928f9b09ccdd344d8763f7ba94b24dcce00f46c58a52f,173,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x678edb8b268e73db57b7694c163e1dc296b6e219,0x10ed43c718714eb63d5aa57b78b54704e256024e,102650504539800537,0x5b6414925875f2569e2928f9b09ccdd344d8763f7ba94b24dcce00f46c58a52f,175,6895623
0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,0x0000000000000000000000000000000000000000,0xd4cfec77cdc21573982ec85cf33cfde6cc677e74,999982248415671098,0x6d87b97de12cec94f3db0a149e29798774a27ae9aa9276ade93e366c69a3b3fa,180,6895623
0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,0x0000000000000000000000000000000000000000,0x009cf7bc57584b7998236eff51b98a168dcea9b0,9999822484156710986,0x6d87b97de12cec94f3db0a149e29798774a27ae9aa9276ade93e366c69a3b3fa,181,6895623
0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,0x009cf7bc57584b7998236eff51b98a168dcea9b0,0x238ffc4d8c704c2ccebcecb85f4243379c11e996,16570238311801070,0x6d87b97de12cec94f3db0a149e29798774a27ae9aa9276ade93e366c69a3b3fa,182,6895623
0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,0x238ffc4d8c704c2ccebcecb85f4243379c11e996,0x73feaa1ee314f8c655e354234017be2193c9e24e,19524219881508053959,0x6d87b97de12cec94f3db0a149e29798774a27ae9aa9276ade93e366c69a3b3fa,183,6895623
0x009cf7bc57584b7998236eff51b98a168dcea9b0,0x0000000000000000000000000000000000000000,0x238ffc4d8c704c2ccebcecb85f4243379c11e996,19524219881508053959,0x6d87b97de12cec94f3db0a149e29798774a27ae9aa9276ade93e366c69a3b3fa,185,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x05ff2b0db69458a0750badebc4f9e13add608c7f,0x114d536fb1d3365318a19c0127822a2a3dd329b3,8000000000000000000,0x1696ce77aee707bcc679a861008cba90e3f8a62a96832e0797d12a51ced59a80,190,6895623
0x27ae27110350b98d564b9a3eed31baebc82d878d,0x114d536fb1d3365318a19c0127822a2a3dd329b3,0x515e07bb602b344070f444c862a4a5f8c405ddbf,343865331571346662117641,0x1696ce77aee707bcc679a861008cba90e3f8a62a96832e0797d12a51ced59a80,191,6895623
0x23481f4d3ac4642d2f45d014a514b45b0338b927,0x23481f4d3ac4642d2f45d014a514b45b0338b927,0x8b764d173314b3ada982cf21f87a38d51ebe1468,1250000,0xef32edf31a76c53f3ff6211cdc972d93507a54a91d499d6abf811f9f353ac59d,194,6895623
0x23481f4d3ac4642d2f45d014a514b45b0338b927,0x23481f4d3ac4642d2f45d014a514b45b0338b927,0xbb4975e92fb47aa46640cb8efad7f4031ee11178,2500000,0xef32edf31a76c53f3ff6211cdc972d93507a54a91d499d6abf811f9f353ac59d,195,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,0x7b2ecab2ddf9fd8cecf2c0dca38d4b8382cc5591,83645374216508376,0x7e4d64bdb3c8ce0ffbba6d34e8ea069cbb667d638e02fceaa8d7bbdcc9844152,199,6895623
0xab844d316b5a5093b7e7edde11cc08becca36d1c,0x7b2ecab2ddf9fd8cecf2c0dca38d4b8382cc5591,0xc1a93aa5258f2b766605775d2bc7a3d2b2204122,107932025002521878025,0x7e4d64bdb3c8ce0ffbba6d34e8ea069cbb667d638e02fceaa8d7bbdcc9844152,200,6895623
0xee738a9e5fb78c24d26cecd30389ed977c38d0ca,0xcc5825845b2e401a0a4f22548d91f2cd6a521b08,0x6052d1070663ef76600422a52449292a8f790f98,75892516678968414,0x6f20bc746b8f46e771026820c3edcc1eac874f471e27dd789f8e8aa36bff8e58,203,6895623
0x0d9319565be7f53cefe84ad201be3f40feae2740,0x9537b18b369f8c96a433a08923d74788dc991aaf,0xa0718093baa3e7aae054eed71f303a4ebc1c076f,640462332419702921,0x4c2d3934b16fdd3542a2aeea1482f9a6d8cb25a2f8257f6e795fdb849291d74b,204,6895623
0xe9e7cea3dedca5984780bafc599bd69add087d56,0xa0718093baa3e7aae054eed71f303a4ebc1c076f,0x672e7976558ed2e6c3f99c0cd7c92a9eec01e9fb,267064873387718890744,0x4c2d3934b16fdd3542a2aeea1482f9a6d8cb25a2f8257f6e795fdb849291d74b,206,6895623
0x8e8538c75f273ab2df6adeecd3622a9c314fccf3,0x672e7976558ed2e6c3f99c0cd7c92a9eec01e9fb,0x9537b18b369f8c96a433a08923d74788dc991aaf,48305400190096327684,0x4c2d3934b16fdd3542a2aeea1482f9a6d8cb25a2f8257f6e795fdb849291d74b,209,6895623
0x55d398326f99059ff775485246999027b3197955,0x9fc909f0c91729d8c5440607e23483122d608257,0x3345e166c5389fa4a93a3c310bea3b3f3623dfc8,105000000000000000000,0x8ee444c999ad1395f3b9d318025e1b11756971728850ad68f4e56f67caa3dc02,212,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,0xff3dd404afba451328de089424c74685bf0a43c9,11300000000000000,0x74208df3e72e18639f7dce9dcdc424b036cded52daef654086c39d1eba9991e0,214,6895623
0x8076c74c5e3f5852037f31ff0093eeb8c8add8d3,0xff3dd404afba451328de089424c74685bf0a43c9,0xa463ea08ba73dba4a59088308ebb4180f0790cd3,979390941342076,0x74208df3e72e18639f7dce9dcdc424b036cded52daef654086c39d1eba9991e0,215,6895623
0x0f02b1f5af54e04fb6dd6550f009ac2429c4e30d,0x2550b529c1d79c4729abd0fbaffab37b175552c2,0xb2a2048de5afb312fcf076abf505952c12916f0d,2637510240294217093,0xfe75d084f132fec3115cadaa63767922b0e2d77b77a22a6585ac653a70307e59,218,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xb2a2048de5afb312fcf076abf505952c12916f0d,0x151030a9fa62fbb202eee50bd4a4057ab9e826ad,16336856480877735,0xfe75d084f132fec3115cadaa63767922b0e2d77b77a22a6585ac653a70307e59,220,6895623
0x55d398326f99059ff775485246999027b3197955,0xfd5840cd36d94d7229439859c0112a4185bc0255,0xf322942f644a996a617bd29c16bd7d231d9f35e9,83608808835449066,0x4c9774f5b3f58ab599a734c10283d5425082e2f5cefb0f68ddc857f53f7e3afe,227,6895623
0x55d398326f99059ff775485246999027b3197955,0xfd5840cd36d94d7229439859c0112a4185bc0255,0xa1b92a6b6d441133131c0b5fc93009c8eeac309e,836004479545655211666,0x4c9774f5b3f58ab599a734c10283d5425082e2f5cefb0f68ddc857f53f7e3afe,229,6895623
0xfd5840cd36d94d7229439859c0112a4185bc0255,0xa1b92a6b6d441133131c0b5fc93009c8eeac309e,0xfd5840cd36d94d7229439859c0112a4185bc0255,4075747795913,0x4c9774f5b3f58ab599a734c10283d5425082e2f5cefb0f68ddc857f53f7e3afe,230,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,0xcf68268785783d6c9000b55f343b4d53519833d3,712881164464619,0x8f8782df6ea83a0894d1da455a2999fa0afc285071c4b4c7b18642fdec8c0d84,236,6895623
0xa5360c2070faecfc231fd6bd743fe88382f2991d,0xcf68268785783d6c9000b55f343b4d53519833d3,0x41012e55bc9a0cab6e2f36bb3d665bcf0e7691f8,900000000000000,0x8f8782df6ea83a0894d1da455a2999fa0afc285071c4b4c7b18642fdec8c0d84,237,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x05ff2b0db69458a0750badebc4f9e13add608c7f,0x03a4eea71075fe14ba09b27931c1d767d0a082bd,2010630452669102173,0xfe40d06b86dfc08bd48878347a6a0a3c80e7e93bce938fb9a3187b45bdf7992d,241,6895623
0xf7844cb890f4c339c497aeab599abdc3c874b67a,0x03a4eea71075fe14ba09b27931c1d767d0a082bd,0xabd40515981d1a910152f1184e109c0f35058ace,36166950000000000000,0xfe40d06b86dfc08bd48878347a6a0a3c80e7e93bce938fb9a3187b45bdf7992d,242,6895623
0xc0eff7749b125444953ef89682201fb8c6a917cd,0xb37b9d6a641a33e8d13dca948fcc5b136bb60fb9,0xdc9a574b9b341d4a98ce29005b614e1e27430e74,47051065969332940803,0xac5c0266bacc49692fef9dcb403d1836151bbb3074c295ca598bcb75e228a95f,245,6895623
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,0xdc9a574b9b341d4a98ce29005b614e1e27430e74,56847561119154207,0xac5c0266bacc49692fef9dcb403d1836151bbb3074c295ca598bcb75e228a95f,247,6895623
0xdc9a574b9b341d4a98ce29005b614e1e27430e74,0x0000000000000000000000000000000000000000,0x07d80ae6f36a5e08dca74ce884a24d39db9934ed,10507996875849800,0xac5c0266bacc49692fef9dcb403d1836151bbb3074c295ca598bcb75e228a95f,248,6895623
