contract_address,transaction_hash,log_index,block_number,event_type,minter,mintAmount,mintTokens
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0x7f72f3bf2284f33edc2a9a52c8e7117406cedf0a9592f60d736f76aa16f97dc3,303,6895588,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,64076045095909591,89402034854721825
0xe6b421a4408c82381b226ab5b6f8c4b639044359,0x1e1c7ec317aaf5c14cf88757fb7a119852ba0e9523b5c047420410cc2d54f3d9,405,6895588,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,1695250,82704695437504646
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0x6ee1cd8f566e32b2c609a2866f085ed121970e45e0b19a17a7419a349e9d29ca,516,6895588,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,805283157124443,1123570452121650
0xe7928faa6d33bb2e8145e1098ad02dec72f9997e,0xcd4f6b9c34cc7eb3b3be3daf0881687c7fb2154bfedff992e02fe79eff7f93c1,590,6895588,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,5988302808589733471,4580610203388595
0x942b294e59a8c47a0f7f20df105b082710f7c305,0xf5a707d06db743fb569ea037e8e5895d69797d9a2fdf9af4e6c4b59ebaf03575,146,6895589,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,610883090626444611,145791334678388943337
0x133ee93fe93320e1182923e1a640912ede17c90c,0x36f630a73eddc51c5cf3fb58254d07f441f71a2e17cd39989333ab7badf02b3d,214,6895589,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,7621293278822622621581577,7500223817818834980725743
0xe6b421a4408c82381b226ab5b6f8c4b639044359,0xd8cc9084869d111cb3819df0229c8d840d6583b5d90fc14097eb0c8b4a1ca7e5,292,6895589,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,1273348,62121727489134739
0x80fdd08ba743a894ad31a565f916b8d15e64ac76,0x640c18f683eb7f2be6cfc7e96dcf95e0233d5ec10255f73ae5574937f1cb0945,340,6895589,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,99897544752790425643,27142819761069943
0x999fd87aa406adb81809bab15681f655d8a049ff,0xbd67732eccd074c96e682fdaac943c13cf50a8bd8696304e300c63a88ceda49d,477,6895589,Mint,0x29d1adbb65d93a5710cafe2ef0e8131f64e6ab22,79276876108456186,183214687122
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0xb222df4a472e55f7c36e10969573a0bdfab2a588b6d3acb6736b91e5efa62588,543,6895589,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,706569607385936,985840455746362
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0xb222df4a472e55f7c36e10969573a0bdfab2a588b6d3acb6736b91e5efa62588,564,6895589,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,706389778995214,985589527297307
0x1a16e5b892f9f0f851a3c74bdc765855350347e5,0x19d035e55aaadf7c5f0ea32b9574b68a0be5e176faadea33427900d7abd0da66,102,6895590,Mint,0x933daea3a5995fb94b14a7696a5f3ffd7b1e385a,49860014540476144,29120026429723059097
0x0ed7e52944161450477ee417de9cd3a859b14fd0,0x79ce4deff92453da66db51151478dca192e87de89e8ad7c2538cbbc0cd4296c4,181,6895590,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,49071208536079769513,3058781676435917600
0xdae876044756b51e83b8bcecf810be56cfad05b1,0x0bb46149e5302a60aa514e4e431ac87b1798861096e650904be9703d092d32b5,278,6895590,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,3605240000000000000,11976277918414442624
0x2d5db889392bc3c8b023a8631ca230a033eea1b8,0x65dbe6662bd2863d6b570c0380cdfbbcfbf923dc956841848c0298e85d869a4e,374,6895590,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,1223721994003457080107,37214368023000052
0x80fdd08ba743a894ad31a565f916b8d15e64ac76,0x656f9d0e7e5b644eacba13bb49512da6b8544dadec00b09bb2932b0ff879abbe,514,6895590,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,99897307279771011878,27063686379589302
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0x646c867b219af43184d1df57c0904dbdfcaa7311934d4b22eb7ceee031d1c1bd,671,6895590,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,4109391760605674,5733623349755540
0xe5859f4efc09027a9b718781dcb2c6910cac6e91,0x583db94f68bb7b0a26bad471405d89dec6b229dc26027649eb350ddb91ec9a0c,128,6895591,Mint,0x87746e198ffd9aaae72eaedc03a51eece9ea799f,11460843860629850657,9977871411774922433
0x0c5da0f07962dd0256c079248633f2b43cad6f62,0x8ebee4a49d60a842b3a6f9c15034960f15180414442634c4a99ba9810b70c139,147,6895591,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,4550000000,297620596504471467
0x7275278c94b5e20708380561c4af98f38ddc6374,0x6b79d2de6c917652de04fa3e14adc54f4e52f25af72c1f2193182428408ce7ef,188,6895591,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,397905655206697986,95143047590167635321
0xadcb16df882c23d2472275f0648d48e2d2663483,0x0df19eb53dce044ef8cd24d32569d03f25f66e1a423f234565ee5fdf59c67a4d,228,6895591,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,50000000000000000000,1000000000000000000000000000000
0x74fa517715c4ec65ef01d55ad5335f90dce7cc87,0x56b481162b33254784cc710f1b3cfec375fd8129d3ce02828b2fafacfc3600b7,263,6895591,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,245812399997696761608,405351440419932746
0x95c78222b3d6e262426483d42cfa53685a67ab9d,0xceb2e4b6c364c022ee1b96f52a7ef72594557dad553c904ac09b521128a68499,340,6895591,Mint,0x79269c79e84ad6d9ed1b913e1fb30b26c8384629,1761669954790695034401,8596743964415
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0xd9ae3a4fcdd6c6939676d47d1551bcdb8404f22bafcb00c9822fe9293498bcdf,368,6895591,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,29874073283872908,41681719441847336
0x853784b7bde87d858555715c0123374242db7943,0xc9d592d2301c7a2823ff1f422734ecde6cfe5b846adb159f83281efbdd5cdc5c,493,6895591,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,47227648160,473342501693529030865
0xdde420cbb3794ebd8ffc3ac69f9c78e5d1411870,0xdaa37e18b503a252ec57e7672de4a4b9f3d28b459a6248de7d481fd00f9568c5,506,6895591,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,882682602015454861786,2857910647285082845
0xbf9b95b78bc42f6cf53ff2a0ce19d607cfe1ff82,0x77eb732cc66b75b135f2a049cfbfab4c9a25723734c6c3cf22a478ac0e2d66ef,528,6895591,Mint,0x9e87f40ddd1174abe55e14e4b28026fce4a3c1af,438098500000000000000,2017524085313
0xe98585bbb2dc81854ff100a3d9d7b0f53e0dafed,0x29aa9e3ee73d901d89a3a63da9ed6c6cbaa55fcc2683cf4f62c4ab9ed248262f,572,6895591,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,8074541986610000000000,416497274818403262
0xa7a0b605343df36b748ff4b5f7578b3f2d0651ce,0xb1659480615901719e9097c2cbff60f11b3c556f3447d0885b22d2024a6c6b17,719,6895591,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,424324654477153031072,997902772560260150
0xc13aa76aac067c86ae38028019f414d731b3d86a,0x5c2953da5572672f0271085a676b19bcf2a0777af3a97d189f832b1a694d8e51,90,6895592,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,2791080225728422913628,110969774761257032987
0x74e4716e431f45807dcf19f284c7aa99f18a4fbc,0xbe63042aa73074e4d246aaa000de3ad299ee0833b0819dcc8502c252a567d9b6,148,6895592,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,3250055688662698037,14768286757629283891
0x61eb789d75a95caa3ff50ed7e47b96c132fec082,0x3d9ad77be4b16375497cc19e8f93d0d7d65ea57529fb5b3e46c1d73f43074043,318,6895592,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,1162167742862378,113403333035518532
0x40d91625aed59257132495f01f073e7c2084cf7f,0xf6283bbd759db89851ec17a872985dfa444729d71bae5f993b6b8061465dbdab,423,6895592,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,112416315142162553,39073459944674019
0x882c173bc7ff3b7786ca16dfed3dfffb9ee7847b,0x8d648b13c0f25dee7c2f2a050ffedd3db3cb9ddf5a85f494c6ea7fe8ecb78b6f,459,6895592,Mint,0xf80f45fb384b9fb53750256ef2895267abcd2f3b,94105919305788020,468319824
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0x282d1ccf4dafd74c1046eb19cdab912340a7ee6603404eb5b2077599f024fd64,604,6895592,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,11440591135496,15962453638190
0xf3bc6fc080ffcc30d93df48bfa2aa14b869554bb,0x16aec7aa94c83386755a0beba78f8d4d8fdcc3defdfd0d9a57e32fa25d317d6b,663,6895592,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,69237417906404261,460567066195001151
0x4cc442220be1ce560c1f2573f8ca8f460b3e4172,0xbf65b5cd6795b8984ec7d0680ef7b4f84340b6d16e1381cbd97fd4e6bf6c36b1,110,6895593,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,29922935461323960,11261829286927141686
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0x73d94797027cdd1eadb06cfaba63cb4ec84c09be61f3b9ed240c3ab65d384585,278,6895593,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,146336748509948,204175949009352
0xe6b421a4408c82381b226ab5b6f8c4b639044359,0xbda1f966df89aafbe2d07a984ea1009b4d065c5ddd1fec70ab4ecbda7f515654,249,6895594,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,634953,30976902806152418
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0x798cdd5d8b782cf03590d94133a0c30d022e2edafa6bacdcc0eee98cca8cc86a,542,6895594,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,493855212191787,689050125807953
0x7eb5d86fd78f3852a3e0e064f2842d45a3db6ea2,0xab708d9ceff06737715e67f3ed23012ca800aea087c54f2bc859605f992c33fb,679,6895594,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,14993294713479322738,109917422427662466099
0xf1dfecaeb7a108e12f94fc556a5c149cb59f81f5,0x2a5f01a2a2fa3444143c814637bcfc686ce6c6ec0e21a3b58c820252ec26ebb4,758,6895594,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,18748436591554239088,11768355306548197729
0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0x5becac4942dfbd4fce4d1e7164d479e77a163152011c15eb0eba9c44b10485ac,834,6895594,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,5017792196633126503273,9276026649166829760
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0xb8fb09c25e6aebebcad97017c05acec4ce53c1dba1baa94b23d83e28c5f4a326,474,6895595,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,377968471342990076,527352859634719091
0x0ed7e52944161450477ee417de9cd3a859b14fd0,0x4034b364e226cc2690fba46bb2374d55377fa4c5bf55863ca5b209b373a7fc6b,526,6895595,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,1411470264413591225244,87985205578817295040
0xd63b5cecb1f40d626307b92706df357709d05827,0x4d1f3e546044210c37af318ccdf0cbdb5678a6ba01aee7ecff8c50cc10604fa1,115,6895596,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,2309468156410399252,36721387524455344750226
0x454cb78a844bfcde103bb0c68f8af3829d721abd,0xa99fce011d693ae998145facd20fd2f88d62a394041e9085f12750bd2b99313c,158,6895596,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,457568520057873925,7433000000000000000000
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0xf01f98d447296f5da50ca679c7fb9f68a967e6b086ea6af3279799928076d8c7,210,6895596,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,7744434514570486,10805262735666402
0x1c376b743c3c00e999836f10e857770c0211c60a,0xb79953d8a0e6e8ada2a061a5992996ad6de9cd6af79bb94154b4a9f892ee797a,256,6895596,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,679750937606537448192,219943214752617035476
0x6a97867a4b7eb7646ffb1f359ad582e9903aa1c2,0xfb92083b07ba8e1083c2bd0d89e30fb47a69ece217986d54767a257abb6f7133,275,6895596,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,6371459040553968,1891497493798214015
0xdc9a574b9b341d4a98ce29005b614e1e27430e74,0xdb0477c26c0e66908378b965e24c01e3e4fb2a49fa1e1f74910850f67174b9be,416,6895596,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,95734692099666378,79215946468729714516
0x6641f40118bf498dbac61669bba0ca242c4ad9a0,0xf61e9c3c6cdd0b1dde21243ae7b55421fd938a4d5cc0895b92c84365c27c94d6,494,6895596,Mint,0x939ffc5a4f3e9df85e1036a8c86b18599a403f3b,3991600000000000000,240338018698582188
0x70b968ac7f7860b0db944a302724aa7fe32e370c,0xbb2c81152a8e707e12a2a633f75c972a0677c1b806b97ff7046470dd0e12271e,350,6895597,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,545055274496653227200,143777992278372846054
0x47c42b0a056a9c6e9c65b9ef79020af518e767a5,0xb24ac2a016906c216dc75b43999187ec20ef704971d5e5fbf531280886e8cbd6,433,6895597,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,10000000000000000000,169882396689817902
0x7efaef62fddcca950418312c6c91aef321375a00,0x966e20dacc51fc11dca433e54ecd5393bb6c93c7885f9e85474363b95d072667,221,6895598,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,3400000000000000000000,3403591881518460045681
0x678edb8b268e73db57b7694c163e1dc296b6e219,0x12ed7d96ce9afa328aa5ec0b1a38712420e9faf24d0761922dae1cf94584d71d,402,6895598,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,2204937341569909344469,979999999999999999
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0xe9583bb44cfe2c2126c423ca211b3967baa5c1a2a786cbb9da3efd2afc21f8de,541,6895598,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,11676993866483,16292085161787
0x0ed7e52944161450477ee417de9cd3a859b14fd0,0xd38d1d5f77188df37f31c52a07a88cf32b1a8598c557fed81872f9d8e24ee01a,187,6895599,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,2406318294831265427,150000000000000000
0x0842486bbf7ec4a2621ca0cb1de5653934808796,0x5c4706bb75dc7e4c7503dcc7d7e1588ed7b860346b09698a4346a533a792d24e,334,6895599,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,338547542159038199,1248665195813624
0x4288706624e3dd839b069216eb03b8b9819c10d2,0x4b047b23090f4d7a49717c1f4892c52211e874cd29d566ddb76af28968dcd3b6,488,6895599,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,1772620000000000000,999998579234388
0x76b31fc175866401e053f84440128bc014fd6a08,0x18acbbe6f4987b2a05ffc98c60d116ca0f8c8e4a9438254b4ce42046f1ce7b0b,570,6895599,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,249500932745611794,297208408845923
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0x3baeb4d21479a3b6e3057ae91e7123a3d8c7f0e21bc4140398905092e7ed9c70,670,6895599,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,74078515644924081,103356269135318981
0xdd0c4a96a43b36d91f4fedf83489b954c287886a,0xac23fa5b13ccb7ec2158cfb3b8f4cebf70589c948a74cc924111eec8596d60fd,746,6895599,Mint,0xf4ee46ac2ba83121f79c778ed0d950fff11a18ed,11995519514853894961,978628806559673846
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0xc242bea5db49af807845a11e69c20532505d7074adb032787ddfece98a1ad635,315,6895600,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,43072928432855192,60096382682017406
0x0604471c532f9febad3e37190b667f44bd0894b3,0x0f334aa4ed8ac9d467f3a460b6890f2bff8a0f043e6742d199df91ca466ee58d,483,6895600,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,142969162622512591161,485153304539251154
0x61eb789d75a95caa3ff50ed7e47b96c132fec082,0x45cf0eb373a3a8004b65919342ad5a87e4150168c5909f57490c30b8a6451a24,508,6895600,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,509779415,49741047629
0x0c5da0f07962dd0256c079248633f2b43cad6f62,0xb04f43c9df3aec832859e35aa6b9c9ca48c684f26444f14e28cce82d85b185e3,588,6895600,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,4646752498,304999999952784970
0xf65c1c0478efde3c19b49ecbe7acc57bb6b1d713,0x1d7b0bdc684b05d95326b47ad4bc767407d3307cfb9d13d74ae7fb3352539df0,255,6895601,Mint,0xc0788a3ad43d79aa53b09c2eacc313a787d1d607,29999858969168298668,81055646186962239
0xdde420cbb3794ebd8ffc3ac69f9c78e5d1411870,0xfa853dc0b6810235db70682d072fd465dda903b758399c489874d0661626f618,338,6895601,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,5147097956080370189485,16664659345620021143
0x222c3cbb89647bf77822435bd4c234a04272a77a,0x69796ed090336c320440289d515e5448a7e4e662997f2221ce97c149133ad433,572,6895601,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,70000000000000000000,73898101583505908
0x0aed3dabca9a52b5167faa7ebd009cf15f601bda,0xc71f5c9664929551633cef8ea86a113df889ed6a353987bee282e8f3156740a5,632,6895601,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,250000000000000000000,65521041812045780
0x0c5da0f07962dd0256c079248633f2b43cad6f62,0x5253bf11a17235ac51eba3c6fc520791d09e3f718a44f8a8e03c0aa9ff7a1b00,179,6895602,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,4619122796,303186462624872081
0x24d3b0ed4c444a4f6882d527cbf67adc8c026582,0x34b84a33077d5170697eff12980b99f8d40441a1b1bec4753d353f57a5d02966,187,6895602,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,94360678752441725421,91067619446958385
0x5657cada6b6bbef1dbd77aedb1a6105cfab4b836,0x7ba910029df95ebff871ac58eb39adca206a1e9742aad60c2b69af116789dc03,520,6895602,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,47613024616889087,202311002129333566
0xe66783ef2e2bc51958c032f04a37b6f060581fb9,0xee8b5c9efe5ab9f9ee7a07669eb36b8c892d418686c2530b36c022c2a023feac,544,6895602,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,70406494188697926805087,33735804892428678208
0xafc9358d6f7f2ade4399216d82f51f7c99ab0931,0x4049cec778e55b9893318becc1beabe3c211df282d81c4ca24c8f46e2c50a20e,404,6895603,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,300000000000000000,50000000000000000000000000
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0x956f5c781c19e44eb9accba39894f79748978b65f78f11da2c9e898232af5a23,635,6895603,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,3960197944815581,5525362416547561
0x0c5da0f07962dd0256c079248633f2b43cad6f62,0x343dd5b4bbd56955214f72c3c199ed1d279eedb5c99220f306680def66daa7fd,214,6895604,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,1523525409,100000000000000000
0x5c6f6b7f43e081d8935f6f65fcc5f81e2a446004,0x58afa38aab12b46f2c655ef8d2dbe469dc7a2e4cafcfa1d16e1f3f49a0d60364,318,6895604,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,200000000000000000000000,41445170000000000
0x28415ff2c35b65b9e5c7de82126b4015ab9d031f,0x91a1eeed54389227e15ec109c79407daedea4fe6c36b7e45134900fa1ecb0b55,163,6895605,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,347586842538341382,778264657252143
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0xe961cdc4cd4b6f06d6af7d03638c94c4e291894552b5e436651743c5c9dab2bc,321,6895605,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,32924386529427272,45936837458716552
0xa5bb44c6f5fd9b836e5a654c8abbccc96a15dee5,0x3160effbd11e5e53337c81970bf275bf24bb7b46637a3f26fa58d099d2406f4e,383,6895605,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,211294692961990996654,194986371783157283
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0xb95ecb91925a9d7f21c9cb8fb40d064aeeb84042fbe5694e2c7ed0f5f417f126,516,6895605,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,1916391425813,2673792003705
0x90b4320d89abc65b7129043000db6c1ecd7e24e6,0xa12fa0633e36b9a08b8491c1cc3c4b2fff9c4427cd283daf17e3494c0d227ddb,719,6895605,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,2494128504791143583,275551479669943918
0xa4195b097a712f14784b544d4416a847461d8199,0xacedd40362814b39aa2a594964bfe7903f6cf4d1b49463ae31d3c49356e12147,211,6895606,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,107157394792407075672,7417151733394066722
0xa4195b097a712f14784b544d4416a847461d8199,0xa97155b1282b699ea44038400a2cbd0093b6dc2c4369068a8f4145fccab4403b,246,6895606,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,988300754888057691502,68407566938647105347
0x24d3b0ed4c444a4f6882d527cbf67adc8c026582,0x87db493125b26c0778cc6b8688ffab7b4654586aacca477a09faa052958313e3,389,6895606,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,1553501733424793074898,1499286636554195004
0x0ed7e52944161450477ee417de9cd3a859b14fd0,0xfa6c0b16afadbb7c6be52bb513ef2bd46ec9d4d18a8178cca533396c6a16b6cd,404,6895606,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,4773530466115766678,297557830333767186
0x66fe123397fe564bb1f0845099cbe69a8eda59c0,0x4573a83ebf9769e275f3229260ceb27f5bc43d2803450db50e61a05e2ac0a48b,551,6895606,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,15000000000000000000000,143128546433292598
0xf3bc6fc080ffcc30d93df48bfa2aa14b869554bb,0x190bf3ca36016b0c98394c0aff68662c48533007252dede326027d5b0f2179ce,601,6895606,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,106730505195604200029,710897150119991518759
0xe285746a516759518e2a8c020ba4e80cabc87dd6,0xbba56950c9846e96822207ffbb302da32a879ca2da26d16faf26d9f1419eebd6,663,6895606,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,12233422473302925465,2970187107022870407
0xd02da76c813b9cd4516ed50442923e625f90228f,0xe4fc268ef52ed0fc43dfc74c455dfdff4ba84ed18f8077274d2247ae85fa4281,137,6895607,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,98579917733856443046664,9994575926569541035
0x2354ef4df11afacb85a5c7f98b624072eccddbb1,0x54911f88f8621749c28b87007d20dc8845d370b67519f6befed78a07ed309f0f,324,6895607,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,997892204260314786283,998773312026811399059
0xb248a295732e0225acd3337607cc01068e3b9c10,0x739ce3d967227fe36e363980e882a64cc9ec8d4e73aa0cd8a4112ccb1b54b397,363,6895607,Mint,0x4e754ce8e31d5b680c38e2dcb52a48430ea86ce2,740933260432970568355,3689171621905
0x6fc4c985559233d0b69410316911e5c6e096ccb6,0x59a74d418ba0d151eed61869f9e0c09f880f928c48285d1c02911ff0c0975e08,425,6895607,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,38866197833835808171,49936568251196421
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0xb47b4780c180bb592d55a4f1714025784a9a4bcd0e7bb528417c9826fb99ca17,459,6895607,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,7566118484359606,10556414391264232
0x5163c8c907f92cbe0931b8c24112cde5710c3082,0x2d76502dea8e4c835b4a843247f0dc2f5e603aa4e018908c25c58b943e967c7f,499,6895607,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,249757024046434333170,14481467290656012
0xff3dd404afba451328de089424c74685bf0a43c9,0x8b498e40b6e25d8c57442d6c3ef86bcb9c9fd57758bc30620b414e3711a85c0b,563,6895607,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,6514562821581759,74389228139220968
0xcad7019d6d84a3294b0494aef02e73bd0f2572eb,0x9207d5131d751f6be25ecad7ba01fcaba846002c115b9c47565492eab160a652,198,6895608,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,74470186,1242252763975417956
0x4d0228ebeb39f6d2f29ba528e2d15fc9121ead56,0x67c7cb60211666f03c8aa3665bf24a16ec05cc19a8ddb6ef32fb44afe27cd581,241,6895608,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,307854703099269083,1308990000000000000
0xb4771d6b484d782980ad00ccbda58cdcee34bb22,0xdb2e968618aa87aef0a6a97757f0d7fd39abe2963e13a14312e89dab1b9a2338,347,6895609,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,2002423754954565710747,122430797593314711
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0xecc9a4cdbc25a29cf2ffd0de830a3f7aa1e0d3011242e7bcdb4faf9bde574b9f,446,6895609,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,1130945423557272501,1577860675180099991
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0xb9195797ea7d83a4773648f2c71334f095f8ae3c82e0c52614327be3a6926154,483,6895609,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,87108030366701,121530475607467
0x9595acec209cec24898f24b35683429c83aaa2fd,0x420f41a6e77104249939fcd8f3330a65faf2900b650d662950da52eb0968662c,585,6895609,Mint,0x7dae51bd3e3376b8c7c4900e9107f12be3af1ba8,24981224958013817438,47517600286404135638
0x90946d2f9fb68ecc40ad8bc0c1cb15d6ccbc4022,0x2d3fd4042dbf26a7f5304d936b20819d73e94d36c815aea2a4d9b158b2994076,683,6895609,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,3405072485690558292,183262371327843997178
0x0ed7e52944161450477ee417de9cd3a859b14fd0,0x70446d087f88c696db1c161bc2f2dcc6f60debae74c8774e5621cf7cbfc6bdab,132,6895610,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,29677347216179914196,1850000000000000000
0x0ed7e52944161450477ee417de9cd3a859b14fd0,0xcd123361ca60f090c6a3b39718f37053026d0cc6fba498ad3f8e090b55d18896,166,6895610,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,4005243809919134712,249675316138454384
0x5933cba5eeab7810a13540a13e316cab005495c4,0xd9381e3d929b1871ac09b14b6cfb3d49dabf962e4d8b6054b5ce02a20ced39c5,447,6895610,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,160184956808281554,53659931217114073027
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0x485e7dcbd3e9607813c2843365102471a59d9d190186f3c897bc73affaea7362,537,6895610,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,41821228832791,58347706888713
0xa527a61703d82139f8a06bc30097cc9caa2df5a6,0xfa8c834bf148c3c900b67ecf004bbf3a2edee53766c2bc7af75d0def91a774ed,126,6895611,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,160237280265665431,9993822554729889
