contract_address,transaction_hash,log_index,block_number,event_type,minter,mintAmount,mintTokens
0x673c3611bd3fd634ae85e4144e6aac0705a02c5d,0x2415d07cc040fc44aeaba5982d8b2ce8cb6dc9dd99c16b9f45345daa1be65b6f,323,6895581,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,27038721737554347,18775295607034607493
0x6ccc13d3bf0f76f249f50b740a63b2131f5cf937,0xd2b8366a6cee02cb9175b95b065b455aeba04ff7b67442f3eb7becaafc0e5554,426,6895581,Mint,0xf6135fcb4a0f469dcbb3e6d83520dc21825a0001,624183454001950076498,1761520466031892675
0x74fa517715c4ec65ef01d55ad5335f90dce7cc87,0xf0a65ad822c66594260398d245f108803b99978743c12c7fa40da052c21bfe85,439,6895581,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,60492133626187726765,99753199999999999
0xaeab928e54c4abeac98bfa08f13a8b15fa53242b,0x0046e017f32faaeec79d718d7e95aaace08003a63e336d43f437317370b175eb,172,6895582,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,1928837747269627000000000,6555489524319430
0x3c439733cb83e7894c9ad7a98af57f106ab0cef8,0xcf712dd47c0dac1295a5028efe123509c2ff7485d7bfa250f2b5f39fa6103645,258,6895582,Mint,0x29d1adbb65d93a5710cafe2ef0e8131f64e6ab22,951827889837255589,8374219459201034
0x8fc4f7a57bb19e701108b17d785a28118604a3d1,0x0f2d70126f92b28190c1df3964d538b9d48dfd779bbc75036dbcaf8fa4e06a22,473,6895582,Mint,0xbcc181046fd96ccadf0cebe30d4ff67d4373a126,254275592227947540434,1271334710807
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0x378de09ecfce95bab8002f69d943c8d9bd9520a66da6baf64d605a60ce1d7834,641,6895582,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,848628556612584,1184067469022964
0x7bd46f6da97312ac2dbd1749f82e202764c0b914,0x94dc313fbf03b07f6f1c6f52922ff214539cc1d0b6e93514888ec68bd6830d58,310,6895583,Mint,0xc0788a3ad43d79aa53b09c2eacc313a787d1d607,999999999999999999,1459391739920212871
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0xe86c3163ec3d5eb2691bbac04bdc8c2ba2701b0ab198baaa7b3c1955dc286d79,468,6895583,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,10498343934827485,14648037833753047
0xfd2a5f04368a18d3bd4204d7deb250b1710bbc15,0x663748f60a04af030af08fc50ddcc243ff4cf77f5dc00d123fb2a29d626e6e4d,607,6895583,Mint,0x933daea3a5995fb94b14a7696a5f3ffd7b1e385a,121539579904038068758,512346190455687098984
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0x8b8c78a92d46dbf5006d7d42211d2b21adc8f5d271c1209b3dda5ac01fea9194,687,6895583,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,354354479176664208,494414819566718735
0x950fd020f8e4b8c57285ec7020b7a204348dadfa,0x8d1b9dcda4ed93a04a360fd2efcf524fc2c6bd2f24d1ab1d8f5f644b5e67fc04,768,6895583,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,73091913372305869,2355461826711684436889
0xaf9aa53146c5752bf6068a84b970e9fbb22a87bc,0x2a930996055d0ac6863e79b392dfed71ca411d1d346b7bbc89fc4adbdc3222a6,133,6895584,Mint,0x7dae51bd3e3376b8c7c4900e9107f12be3af1ba8,43478029867773355082191,223027118592824992500
0xda28eb7aba389c1ea226a420bce04cb565aafb85,0x2a930996055d0ac6863e79b392dfed71ca411d1d346b7bbc89fc4adbdc3222a6,152,6895584,Mint,0x7dae51bd3e3376b8c7c4900e9107f12be3af1ba8,400516600000000033991,7598381567629909
0xcad7019d6d84a3294b0494aef02e73bd0f2572eb,0x611fb0141f84dea77bc301a792b3adff52a2aa8711b58cd6875a16d9e764ddea,300,6895584,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,228761783,3816027917899189207
0x9a0af7fdb2065ce470d72664de73cae409da28ec,0x843489015ab8318e00f80c87d58a56d0298e2735d5e1846a4bc935dea6920fd4,422,6895584,Mint,0x6e6d01207561fd28fcd9823b10c8274c33dfe2d8,20367743733241953548562,101726037952659
0x1b429508095338c3ca83d8c298dc727738095e16,0xa42ec32efd032fe77499254fc4e460fea8e396592569315a8f076dcd233b4a23,448,6895584,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,129999994613206236,13864874
0x7e446ec7ba3fd5def25eccb684416331ceaa0b9c,0xd5dd77e4e946d0c423417e3c3779288edaee1d7b492008ab3b531127eb2d4713,133,6895585,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,708678156105784537,250000000000000000000
0x7ba02afcb8112648d27772f0d73c759c6963a666,0xa8844ccd5036a99917036490d077f040c9e08fe68de8fde34f24049c7dc8dee4,280,6895585,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,3334436124140235905,2131280057821438077
0x05faf555522fa3f93959f86b41a3808666093210,0x639547cbe13f9afb8aec99b8f5221c07d47738ceace3d609dd94b05471113e16,398,6895585,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,373844732704446180170,376525972560029237317
0x168b273278f3a8d302de5e879aa30690b7e6c28f,0x17fc276f279bbaccfb2da0b1b9bd04fc484e7cab29fa9cc781a1ce12b5609fc4,493,6895585,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,8295101144244309306,230377663433920010
0x81919f10a6a830a415352cd20d28d2bfccee8baa,0x314e48c774ff100a7356ca9c28bfd176c41fd88ccf4a2c5e33ad2799bfee33ca,175,6895586,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,244704973037715400,250000000000000000000
0xd9e7b78b478aea5375c5c671af18311104a6c9f6,0x0c0526d42a4cfa6d4c09722046219a1eccb9ef1dec5155b2438c6f135abe1720,254,6895586,Mint,0x939ffc5a4f3e9df85e1036a8c86b18599a403f3b,221989579270710675078,496963261475357680
0x90b4320d89abc65b7129043000db6c1ecd7e24e6,0x85fc22c677dc757d12e1cabe71dfc5f4cad432e916b6beec42bbd55d5e1f5615,471,6895586,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,2542303989482405213,280901815668886851
0x7efaef62fddcca950418312c6c91aef321375a00,0xb38ac00e0b6ce779b1dd5aff31fc1e4688bc97dc19715d6dbbfb90be0b8eb6f4,94,6895587,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,414191228788602922249,414785791207694966839
0xc869a9943b702b03770b6a92d2b2d25cf3a3f571,0x9373505b77c3cc8a2840f22906838e1321c9bb44c3b98f6ba1acff8198fe930a,127,6895587,Mint,0x10ed43c718714eb63d5aa57b78b54704e256024e,524330773986940794572,1838053280134263213
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0xc80d8e3ce2fe0461e0166783f872ce0abaeac897fba24f0201a206cd4257b142,416,6895587,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,7203021154686364,10050048082633183
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,0x6027ce93b641ff7c68b09c49d87ab44fcc2f5ed77c8aad4458366b4aad00539b,614,6895587,Mint,0x05ff2b0db69458a0750badebc4f9e13add608c7f,57010505188883680,79544016716571835
